molecule_chembl_id,canonical_smiles,standard_value,standard_units,standard_type,target_pref_name,target_organism,activity_comment,assay_description,document_journal,document_year,log_standard_value,MolecularWeight,LogP,NumHDonors,NumHAcceptors,TPSA,NumRotatableBonds,Fingerprint
CHEMBL3901022,COc1cc(OCc2ccccc2)ccc1/C=C/C(=O)CC(=O)/C=C/c1ccc2cc[nH]c2c1,5400,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of amyloid beta (1 to 42 residues) (unknown origin) aggregation after 24 hrs by thioflavin T fluorescence assay,Bioorg Med Chem Lett,2016,3.7324741772811936,375.51600000000013,3.954200000000003,1,4,59.97,1,00000000000000000000000000000000000000000000000000000000000100000000000000000000000110000000000000000010000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000010000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000010000000000000000000010000000000000000000000100000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000100000000000000000000000000000000000000000000000000100000000001001000000000000000000000000000000000000000000000000000000000000000000000000000000100000000100000000000000000000000000001001001000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000001000000011000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000010000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000001001000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000010000000101000000000000000000000000000000000000000010001000000000000000000000000000000000001000101000000000000000000010001000000000000000000001000000001000000000001000000000000000000000
CHEMBL3938007,COc1cc(OCC2CCCO2)ccc1/C=C/C(=O)CC(=O)/C=C/c1ccc2cc[nH]c2c1,2500,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of amyloid beta (1 to 42 residues) (unknown origin) aggregation after 24 hrs by thioflavin T fluorescence assay,Bioorg Med Chem Lett,2016,3.3981136917305026,363.50500000000017,3.810100000000003,1,4,59.97,1,01000000000000000000000100000000000000000000000000000000000100000000000000000000000110000000000000000010000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000010000000000000000000000000000000001000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000010000000000000000000000000000000000000000000100000000000000000000100000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000100000000000000000000000000000000000000000000000000100000100001001000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000001001000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000001000000001000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000001000010000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010100000000000000000000000001001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000101000000000000000000000000000000000000000010001000000000000000000000000000000000001000100000000000000000000010001000000000000000000000000000001000000000001000000000000000000000
CHEMBL3965306,COc1ccc(/C=C/C(=O)CC(=O)/C=C/c2ccc3cc[nH]c3c2)c(OC)c1,610,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of amyloid beta (1 to 42 residues) (unknown origin) aggregation after 24 hrs by thioflavin T fluorescence assay,Bioorg Med Chem Lett,2016,2.786041210242554,363.50500000000017,3.810100000000003,1,4,59.97,1,01000000000000000000000100000000000000000000000000000000000100000000000000000000000110000000000000000010000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000010000000000000000000000000000000001000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000010000000000000000000000000000000000000000000100000000000000000000100000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000100000000000000000000000000000000000000000000000000100000100001001000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000001001000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000001000000001000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000001000010000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010100000000000000000000000001001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000101000000000000000000000000000000000000000010001000000000000000000000000000000000001000100000000000000000000010001000000000000000000000000000001000000000001000000000000000000000
CHEMBL3911126,COc1cc(O)ccc1/C=C/C(=O)CC(=O)/C=C/c1ccc2cc[nH]c2c1,520,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of amyloid beta (1 to 42 residues) (unknown origin) aggregation after 24 hrs by thioflavin T fluorescence assay,Bioorg Med Chem Lett,2016,2.7168377232995247,409.4520000000001,4.133800000000003,1,5,69.2,4,00000000000001000000000000000000000000000000000000000000000100000000000000010000100110000000000000000000000000100010000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100010000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000001000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000010000000000000000000000000000000000000000000000000000000000000000100000000000000000000001000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000100000000000000000000000000000000000000000000000000100000000001001000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000100000000000000000000001001000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000001100000001000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000010000000000000000000000000000000000000010000000000000000100000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000011000100000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000001001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000101000000000000000000000000000000000000000010001000000000100000000000000000000000000000100000000000000000000010001000000000000000000000000000000000000000001000000000000000000000
CHEMBL3981143,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccco2)ccc1O,760,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of amyloid beta (1 to 42 residues) (unknown origin) aggregation after 24 hrs by thioflavin T fluorescence assay,Bioorg Med Chem Lett,2016,2.8813846567705728,409.45200000000017,4.1338000000000035,1,5,69.2,6,01000000000001000000000000000000000000000000000000000000000100000000000000000000100100000000000000000000000000000000000100000000000000000000010000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000001000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000100000000000000000000000010000000000000000000000000000000000000000000000000000000000000000100000000000000000000001000010000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000100000000000001000000000000000000000000000000000000000010000000000000000000000000000000000000100000000000000100000000000000010000001001000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000001000000001000000000000000000000000000000000000000000000000000000000000000010010000000000000000000000000000010000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000010000100000000000000000000000000000000000000000001000101000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000001000000001001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000101000000000000000000000000000000000000010010001000000000100000000000000000000000000000100000000000000000000010001000000000010000000000000000000000000000000000000000000000000000
CHEMBL3889997,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2cccnc2)ccc1O,10000,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of amyloid beta (1 to 42 residues) (unknown origin) aggregation after 24 hrs by thioflavin T fluorescence assay,Bioorg Med Chem Lett,2016,4.000043427276863,373.47200000000015,3.5394000000000014,1,5,69.2,4,01000000000000000000000000000000000000000000000000000000000100000000000000000000100110000000000000000000000000000000001100000000000000000000000000000000000000000010000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000001000000000000100000000000000000000000001000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000010000000000000000000000000000000000000000000000000000000000000000100000000000000000000001000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000100000000000000000000000000000000000000000000000000100000000001001000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000010000001001000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000001000000001000000000000000000000000000000010000000000000000000000000000000010000000000000000000000000000000010000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000100000010000100000000000000000000000100000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000001001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000101000000000000000000000000000000000000000010001000000000100000000000000000000000000000100000000000000000000010001000000000000000000000000000000000000000001000000000000000000000
CHEMBL3892054,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccccc2)ccc1O,2200,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of amyloid beta (1 to 42 residues) (unknown origin) aggregation after 24 hrs by thioflavin T fluorescence assay,Bioorg Med Chem Lett,2016,3.342620042553348,418.9280000000003,4.340580000000003,2,5,94.76,1,00000000000000000000000000000000000000000000000000000000000100000000000000000000000100000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000010000000000000000000000000000000000000000000000000000000000000000000000000000000100000000100000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000100000000000000100000000000000000000000010000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000100001000000000000000110000000000100000000000000000000000000000000000000000000000000000000100000000000000000000100000000000000000000000000000100000000000001000010000000000000000000000000000000000100000000000000000000000000000000000000100000000000100000000000000000000000001001000000000000000000000000000000000000000000000010000000000000000000000000000100000000000000000100000101000000001000000000000000000000000000000000000000000000000000000000000000010000000000000000000010000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000010001000000000000000000000000000000000000000000000000000000000010000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000010000000000000000000000001001001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000101000000000000000000000000000000000000000010001000000000000000000000000000000000000000100000000000000000000010001000000000000000000000000000000000000000000000000000000000000000
CHEMBL3950384,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc3cc[nH]c3c2)ccc1O,420,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of amyloid beta (1 to 42 residues) (unknown origin) aggregation after 24 hrs by thioflavin T fluorescence assay,Bioorg Med Chem Lett,2016,2.6242820958356683,398.5100000000002,3.581900000000002,2,5,83.86,1,00000000000000000000000000000000000000000000000000000000000100000000000000000000000100000000000000000010000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000100000000000000000000100000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000010000000000000000000000000010000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000100000000000000000000000010000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000100000000000000000000110000000000100000000000000000000000000000000000000000000000000000000100000000000010000000100100000000000000000000000000100000000000001000000000000000010000000000000000000000100000000000000000000000000000000000000100000000000000000000000000000000000001001000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000101000000001000000000000000000000001000000000000000000000000000000000000000010000000000000000000010000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000001000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000100001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000001001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000101000000000000000000000000000000000000000010001000000000000000000000000000000000000000100000000000000000000010001000000000000000000000000000000000000000000000000000000000000000
CHEMBL3922663,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc3ccccc3c2)ccc1O,590,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of amyloid beta (1 to 42 residues) (unknown origin) aggregation after 24 hrs by thioflavin T fluorescence assay,Bioorg Med Chem Lett,2016,2.7715874808812555,446.98200000000026,5.9822100000000065,1,4,64.33,2,00000000000000000000000000000000000000000000001000000000000100000000000000000000000110000000000000100000000000000000000100000000000000000010000000000000000000000000000000000000000000000000000000000000000000000100000010000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000001000000000000000000000000010000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000001000000010000000000000000000000000000100000000000000000000000000000000000010000000000000000000000000000000000000000000100000000000000000000000000000000100000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000100000000000000000000000000000000000000000000000000100000000001001000000000000000000000000001000000000000000000000000000000000000000000000000000100000000000000000000000000000000000001001000000000000000000000000000000000000000100000010000000000000000000000000000000000000000000000000000101000000001000000000001000000000000000000000000000000000000000000000000000010000000000000000000000000000000010000000000000000000000000000000000000000000000000010000100000000000000000000000000000000000000000000000000000010000000000100000000000000000000000000000000000000000000000000010000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000001000010000000000000000000000001000001000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000010000000101000000000000000000000000000000000000000010001000000000000000000000000000000000000000100000000000000000000010001000000000000000000000000000000000000000001000000000000000000000
CHEMBL3978488,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc3c(c2)OCO3)ccc1O,3700,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of amyloid beta (1 to 42 residues) (unknown origin) aggregation after 24 hrs by thioflavin T fluorescence assay,Bioorg Med Chem Lett,2016,3.5683190850951116,450.9450000000002,5.133780000000006,1,5,83.75999999999999,2,00000000000000000000000000000000000000000000000000000000000100000000000000000000000110000000000000000010000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000010000000000000000000000000000000000000000000000000000000000000000000000000000000100000000100000000000000000000000000000000000000000000001000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000100000000000000000000000000000000000010000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000100000000000000000000100010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000100000000000000000000001000000000000000000000000000000000100000000000000000000000000000000000000000000000000100000000001001000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000100000000000000000000000001001000000000000000000000000000000000000000000000010000000000000000000000000000100000000000000000100000101000000001000000000001000000000000000000000000000000000000000000000000000010000000000000000000000000000000010000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000010001000000000000000000000000000000000000000000000000000000000010000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000010000000000000000000000000000000000000000010000000000000000000000000000000000000010000000000000000000000001000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000010000000101000000000000000000000000000000000000000010001000000000100000000000000000000000000000100000000000000000000010001000000000100000000000000000000000000000001000000000000000000000
CHEMBL3672436,COc1ccc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)c(O)c1,930,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of amyloid beta (1 to 42 residues) (unknown origin) aggregation after 24 hrs by thioflavin T fluorescence assay,Bioorg Med Chem Lett,2016,2.9689496809813427,450.9450000000002,5.133780000000006,1,5,83.75999999999999,2,00000000000000000000000000000000000000000000000000000000000100000000000000000000000110000000000000000010000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000010000000000000000000000000000000000000000000000000000000000000000000000000000000100000000100000000000000000000000000000000000000000000001000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000100000000000000000000000000000000000010000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000100000000000000000000100010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000100000000000000000000001000000000000000000000000000000000100000000000000000000000000000000000000000000000000100000000001001000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000100000000000000000000000001001000000000000000000000000000000000000000000000010000000000000000000000000000100000000000000000100000101000000001000000000001000000000000000000000000000000000000000000000000000010000000000000000000000000000000010000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000010001000000000000000000000000000000000000000000000000000000000010000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000010000000000000000000000000000000000000000010000000000000000000000000000000000000010000000000000000000000001000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000010000000101000000000000000000000000000000000000000010001000000000100000000000000000000000000000100000000000000000000010001000000000100000000000000000000000000000001000000000000000000000
CHEMBL3970179,COc1cc(O)cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)c1,1100,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of amyloid beta (1 to 42 residues) (unknown origin) aggregation after 24 hrs by thioflavin T fluorescence assay,Bioorg Med Chem Lett,2016,3.041787318971752,434.4900000000002,4.619480000000006,1,5,83.75999999999999,2,00000000000000000000000000000000000010000000000000000000000100000000000000000000000110000000000000000010000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000100000000000000000000000000000000000000000000001000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000100000000000000000000100010000000000000000000000000000000000000000000000000000000000000000000100000000000000000000001000000000000000000000000000100000000000000000000001000000000000000000000000000000000100000000000000000000000000000000000000000000000000100000000001001000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000100100000000000000000000001001000000000000000000000000000000000000000000000010000000000000000000000000000100000000000000000000000101000000001000000000001000000000000000000000000000000000000000000000000000010000000000000000000000000000000010000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000010001000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000010000000000000000000000000000100000000000000000000000000000000000000000000000000010000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000010000000101000000000000000000000000000000000000000010001000000000100000000000000000000000000000100000000000000000000010001000000000100000000000000000000000000000001000000000000000000000
CHEMBL3940632,COc1ccc(O)c(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)c1,1800,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of amyloid beta (1 to 42 residues) (unknown origin) aggregation after 24 hrs by thioflavin T fluorescence assay,Bioorg Med Chem Lett,2016,3.2555137128195333,426.5640000000002,4.544420000000003,1,5,72.86,2,00000000000000000000000000000000000000000000001000000000000100000000000000000000000110000000000000000010000000000000000100000000000000000010001000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000100000000000000000000100000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000011000000000000000000000000010000000000000000000000000000000000000000000000000001000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000100000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000001010000000000000000000000000000000100000000000010000000000100000000000000000000000000100000000001001000000000000000010000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000001001000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000101000000001000000000001000000000001000000000000000000000000000000000000000010000000000000000000000000000000010000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000010000000000100000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000100001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000101000000000000000000000000000000000000000010001000000000000000000000000000000000000000100000000000000000000010001000000000000000000000000000000000000000001000000000000000000000
CHEMBL3672401,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)cc2OC)ccc1O,920,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of amyloid beta (1 to 42 residues) (unknown origin) aggregation after 24 hrs by thioflavin T fluorescence assay,Bioorg Med Chem Lett,2016,2.964259630196849,394.2880000000002,3.704200000000002,1,4,59.97,1,00000000000000000000000000000000000000000000000000000000000100000000000000000000000110000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000001000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100010000000000000000000000000000100000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000100000001000000000000000000000000000000000100000000000000000000000000000000000000000000000000100000000001001000000010000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000001001000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000001000000001000000000001000000000000000000000000000000000000000000000000000010000000000000000000000000000000010000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000010000000101000000000000000000000000000000000000000010001000000000100000000000000000000000000000100000000000000000000010001000000000100000000000000000000000000000001000000000000000000000
CHEMBL3969106,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2cc(O)ccc2OC)ccc1O,1300,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of amyloid beta (1 to 42 residues) (unknown origin) aggregation after 24 hrs by thioflavin T fluorescence assay,Bioorg Med Chem Lett,2016,3.1142772965615864,450.9450000000002,5.133780000000006,1,5,83.75999999999999,2,00000000000000000000000000000000000000000000000000000000000100000000000000000000000110000000000000000010000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000010000000000000000000000000000000000000000000000000000000000000000000000000000000100000000100000000000000000000000000000000000000000000001000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000100000000000000000000000000000000000010000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000100000000000000000000100010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000100000000000000000000001000000000000000000000000000000000100000000000000000000000000000000000000000000000000100000000001001000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000100000000000000000000000001001000000000000000000000000000000000000000000000010000000000000000000000000000100000000000000000100000101000000001000000000001000000000000000000000000000000000000000000000000000010000000000000000000000000000000010000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000010001000000000000000000000000000000000000000000000000000000000010000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000010000000000000000000000000000000000000000010000000000000000000000000000000000000010000000000000000000000001000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000010000000101000000000000000000000000000000000000000010001000000000100000000000000000000000000000100000000000000000000010001000000000100000000000000000000000000000001000000000000000000000
